DispNum,CCodeA,CCodeB,StDay,StMon,StYear,EndDay,EndMon,EndYear,HiactA,HiactB,HostlevA,HostlevB,SideAA,SideAB,RevstatA,Revtyp1A,Revtyp2A,RevstatB,Revtyp1B,Revtyp2B,OrigA,OrigB,FatalA,FatalB,FatalPrA,FatalPrB,RoleA,RoleB,Reciproc,SideADyA,SideADyB,Version
4016,2,41,18,10,1993,17,9,1994,13,7,4,3,1,0,1,3,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4261,2,101,21,10,2000,21,10,2000,12,0,3,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
3551,2,345,16,7,1992,24,9,1996,13,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,2,345,3,5,1998,10,6,1999,16,10,4,3,1,0,1,2,4,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4298,2,345,26,9,2000,-9,9,2000,7,0,3,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4186,2,345,21,2,2000,3,4,2000,7,0,3,1,1,0,1,2,3,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4174,2,365,15,8,1997,-9,8,1997,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4213,2,365,2,2,2000,-9,4,2000,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4254,2,450,-9,9,1998,-9,11,1998,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4195,2,620,2,4,1996,2,4,1996,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4217,2,625,20,8,1998,20,8,1998,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4216,2,630,3,10,1997,3,10,1997,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
3552,2,645,27,7,1992,23,12,1993,17,17,4,4,1,0,1,1,2,1,1,2,1,1,0,-9,0,-9,1,3,1,1,0,3.02
3568,2,645,11,1,1993,20,1,1993,11,0,3,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4299,2,645,26,6,1993,28,6,1993,16,0,4,1,1,0,1,4,0,0,0,0,1,1,0,-9,0,-9,1,3,0,1,0,3.02
4270,2,645,1,12,1994,1,12,1994,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4269,2,645,2,8,1994,9,10,1995,11,0,3,1,1,0,1,2,4,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4271,2,645,30,8,1996,4,11,1996,16,16,4,4,1,0,1,2,0,0,2,0,1,1,0,-9,0,-9,1,3,1,1,0,3.02
4273,2,645,7,10,1997,10,10,2001,17,17,4,4,1,0,1,1,2,0,1,2,1,1,0,-9,0,-9,1,3,1,1,0,3.02
4190,2,652,-9,6,1996,-9,6,1996,1,0,2,1,0,1,1,2,0,0,0,0,1,1,0,0,0,0,3,1,0,1,0,3.02
4227,2,700,20,8,1998,20,8,1998,16,0,4,1,1,0,1,4,0,0,0,0,1,1,0,2,0,-9,1,3,0,1,0,3.02
4283,2,700,15,9,2001,-9,10,2001,17,17,4,4,1,0,1,2,3,0,2,0,1,1,1,6,2,-9,1,3,1,1,0,3.02
4064,2,710,19,12,1995,28,3,1996,7,0,3,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4088,2,710,30,7,1999,-9,3,2000,7,0,3,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4281,2,710,25,4,2001,17,8,2001,7,0,3,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4021,2,731,3,3,1993,18,3,1993,7,8,3,3,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4125,2,731,16,6,1999,18,7,1999,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4183,20,2,25,5,1997,28,5,1997,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4016,20,41,18,10,1993,29,9,1994,13,0,4,1,1,0,1,3,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4031,20,230,7,3,1995,16,4,1995,16,7,4,3,1,0,1,1,2,0,1,2,1,1,0,0,0,0,1,3,1,1,0,3.02
3551,20,345,16,7,1992,16,7,1992,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,20,345,11,6,1998,10,6,1999,16,7,4,3,1,0,1,2,0,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4186,20,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4197,20,365,-9,11,2000,-9,12,2000,8,7,3,3,0,1,1,2,0,0,4,0,1,1,0,0,0,0,3,1,1,1,0,3.02
4283,20,700,7,10,2001,15,11,2001,16,0,4,1,1,0,1,2,3,0,0,0,0,1,0,6,0,-9,2,3,0,1,0,3.02
4022,20,731,10,6,1994,17,6,1994,7,0,3,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4196,40,2,24,2,1996,24,2,1996,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4016,42,41,29,5,1994,29,9,1994,13,0,4,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4014,80,90,15,10,1993,16,10,1993,12,11,3,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4015,80,90,25,8,1995,23,9,1995,12,11,3,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4150,80,90,-9,8,1997,26,8,1997,12,11,3,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4152,80,90,28,12,2000,13,5,2001,12,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4151,90,80,24,2,2000,-9,4,2000,15,7,4,3,1,0,1,1,2,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4010,91,92,26,1,1993,20,2,1993,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4012,91,93,22,12,1995,22,12,1995,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4141,91,93,19,2,2000,25,2,2000,17,17,4,4,1,0,1,2,0,1,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4327,91,93,-9,3,2001,-9,3,2001,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4259,91,93,-9,2,2001,-9,3,2001,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4153,92,93,7,3,1997,-9,3,1997,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4011,93,91,8,4,1995,13,6,1995,17,17,4,4,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4171,93,91,9,1,1997,-9,8,1997,16,15,4,4,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4140,93,91,1,12,1999,-9,7,2000,11,14,3,4,1,0,1,2,0,0,1,2,1,1,0,0,0,0,1,3,1,1,0,3.02
4147,93,94,16,7,1998,-9,8,1998,7,11,3,3,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4145,93,100,-9,4,1994,-9,4,1994,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4146,94,93,3,3,1995,-9,3,1995,15,15,4,4,1,0,1,4,0,0,4,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4263,100,93,24,10,2001,-9,11,2001,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4149,101,52,30,10,1996,30,10,1996,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4154,101,52,-9,4,1997,-9,5,1997,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4155,101,52,8,8,1999,-9,8,1999,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4219,101,100,7,1,1994,9,1,1994,15,0,4,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4009,101,100,-9,10,1995,-9,10,1995,15,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4172,101,100,6,2,1997,6,2,1997,16,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4262,101,100,13,10,2000,23,11,2000,16,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4260,101,110,3,10,1999,9,10,1999,12,8,3,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4157,115,110,-9,9,2000,-9,9,2000,12,0,3,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4156,115,110,3,6,2000,-9,6,2000,12,12,3,3,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4013,130,135,9,1,1995,9,5,1995,17,17,4,4,1,0,1,1,0,1,1,0,1,1,3,3,-9,-9,1,3,1,1,0,3.02
4144,130,135,13,5,1997,19,10,1997,16,15,4,4,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4189,130,135,-9,7,1998,1,8,1998,14,11,4,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4143,135,130,20,9,1995,-9,7,1996,17,17,4,4,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4016,160,41,18,10,1993,29,9,1994,13,0,4,1,1,0,1,3,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4186,160,345,27,3,2000,3,4,2000,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4016,200,41,20,10,1993,-9,10,1994,13,0,4,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4148,200,155,6,3,1996,-9,3,1996,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
3551,200,345,16,7,1992,24,9,1996,13,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,200,345,3,5,1998,10,6,1999,16,11,4,3,1,0,1,2,4,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4186,200,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4334,200,365,11,6,1999,11,6,1999,8,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
3552,200,645,26,8,1992,18,1,1993,17,17,4,4,1,0,1,1,2,1,1,4,0,1,0,-9,0,-9,2,3,1,1,0,3.02
3568,200,645,12,1,1993,13,1,1993,1,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4269,200,645,7,10,1994,20,10,1994,11,0,3,1,1,0,1,2,4,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4271,200,645,2,11,1996,2,11,1996,16,0,4,1,1,0,1,2,0,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4273,200,645,3,11,1997,3,10,2001,17,17,4,4,1,0,1,1,2,0,1,2,0,1,0,-9,0,-9,2,3,1,1,0,3.02
4283,200,700,15,9,2001,-9,10,2001,17,17,4,4,1,0,1,2,3,0,2,0,1,1,0,6,0,-9,1,3,1,1,0,3.02
4016,210,41,20,10,1993,29,9,1994,13,0,4,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
3551,210,345,16,7,1992,24,9,1996,13,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,210,345,11,6,1998,10,6,1999,16,7,4,3,1,0,1,2,0,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4186,210,345,21,2,2000,3,4,2000,7,0,3,1,1,0,1,2,3,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4273,210,645,22,10,1999,22,10,1999,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4283,210,700,9,10,2001,-9,10,2001,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,6,0,-9,2,3,0,1,0,3.02
3551,211,345,16,7,1992,24,9,1996,13,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,211,345,11,6,1998,10,6,1999,16,7,4,3,1,0,1,2,0,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4186,211,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,212,345,11,6,1998,16,3,1999,8,0,3,1,1,0,1,2,0,0,0,0,0,1,0,5,0,-9,2,3,0,1,0,3.02
4186,212,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4016,220,41,18,10,1993,29,9,1994,13,0,4,1,1,0,1,3,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4048,220,344,26,1,1993,-9,1,1993,7,0,3,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
3551,220,345,16,7,1992,24,9,1996,13,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,220,345,11,6,1998,10,6,1999,16,7,4,3,1,0,1,2,4,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4186,220,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
3552,220,645,26,8,1992,21,1,1993,17,17,4,4,1,0,1,1,2,1,1,4,0,1,0,-9,0,-9,2,3,1,1,0,3.02
3568,220,645,12,1,1993,13,1,1993,1,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4269,220,645,7,10,1994,11,10,1994,11,0,3,1,1,0,1,2,4,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4273,220,645,22,10,1999,22,10,1999,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4283,220,700,15,9,2001,15,11,2001,16,0,4,1,1,0,1,2,3,0,0,0,1,1,0,6,0,-9,1,3,0,1,0,3.02
3551,230,345,16,7,1992,24,9,1996,13,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,230,345,11,6,1998,10,6,1999,16,0,4,1,1,0,1,2,0,0,0,0,0,1,0,5,0,-9,2,3,0,1,0,3.02
4186,230,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4283,230,700,9,10,2001,-9,10,2001,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,6,0,-9,2,3,0,1,0,3.02
3551,235,345,16,7,1992,16,7,1992,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,235,345,11,6,1998,10,6,1999,16,0,4,1,1,0,1,2,0,0,0,0,0,1,0,5,0,-9,2,3,0,1,0,3.02
4186,235,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4283,235,700,9,10,2001,-9,10,2001,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,6,0,-9,2,3,0,1,0,3.02
3551,255,345,16,7,1992,24,9,1996,13,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,255,345,11,6,1998,10,6,1999,16,10,4,3,1,0,1,2,0,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4186,255,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4273,255,645,22,10,1999,22,10,1999,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4283,255,700,9,10,2001,-9,10,2001,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,6,0,-9,2,3,0,1,0,3.02
4137,290,345,9,3,1999,16,3,1999,7,0,3,1,1,0,1,2,0,0,0,0,0,1,0,5,0,-9,2,3,0,1,0,3.02
4186,290,345,21,2,2000,3,4,2000,7,0,3,1,1,0,1,2,3,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4101,310,344,12,8,1995,-9,11,1995,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4332,310,345,17,2,1994,17,2,1994,8,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4102,310,345,12,8,1995,-9,11,1995,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,310,345,9,3,1999,16,3,1999,7,0,3,1,1,0,1,2,0,0,0,0,0,1,0,5,0,-9,2,3,0,1,0,3.02
4186,310,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,316,345,9,3,1999,16,3,1999,7,0,3,1,1,0,1,2,0,0,0,0,0,1,0,5,0,-9,2,3,0,1,0,3.02
4186,316,345,21,2,2000,21,2,2000,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
3551,325,345,16,7,1992,24,9,1996,13,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,325,345,11,6,1998,10,6,1999,16,7,4,3,1,0,1,2,0,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4186,325,345,21,2,2000,3,4,2000,7,0,3,1,1,0,1,2,3,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4017,325,349,12,8,1993,13,8,1993,11,0,3,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4273,325,645,22,10,1999,22,10,1999,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4058,339,343,26,6,1993,26,6,1993,17,17,4,4,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,3,1,1,0,3.02
4097,339,343,13,3,1997,13,3,1997,17,17,4,4,1,0,1,2,0,1,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4043,339,345,1,7,1993,14,8,1994,16,16,4,4,1,0,1,1,2,0,1,2,1,1,1,1,1,1,1,3,1,1,0,3.02
4137,339,345,-9,2,1998,5,6,1999,17,17,4,4,1,0,1,2,0,0,2,0,1,1,1,5,-9,-9,1,3,1,1,0,3.02
4229,339,345,8,8,2000,8,8,2000,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4137,343,345,1,3,1998,10,6,1999,11,11,3,3,1,0,1,2,0,0,2,0,0,1,0,5,0,-9,2,3,1,1,0,3.02
4230,344,345,27,6,1997,29,6,1997,8,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
3556,344,346,20,10,1992,26,10,1992,17,17,4,4,1,0,1,1,0,1,1,2,1,1,3,4,-9,-9,1,3,1,1,0,3.02
4341,344,346,5,6,1993,-9,2,1994,17,17,4,4,1,0,1,1,2,1,1,2,1,1,3,4,-9,-9,1,3,1,1,0,3.02
4231,344,346,10,8,1996,18,10,1996,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4046,345,2,23,4,1994,5,5,1994,7,11,3,3,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4343,345,2,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,20,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4295,345,20,31,7,2000,6,10,2000,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,160,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4295,345,200,31,7,2000,6,10,2000,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,200,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,205,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,210,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,211,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,212,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,220,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,225,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,230,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,235,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,255,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,290,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,305,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,310,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,316,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,317,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,325,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4045,345,339,-9,3,1995,-9,3,1995,7,0,3,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4136,345,339,3,3,1997,-9,3,1997,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4046,345,343,-9,5,1994,13,6,1994,12,1,3,2,1,0,1,1,2,0,1,0,1,0,0,0,0,0,1,4,1,1,0,3.02
3555,345,344,20,1,1992,10,7,1992,17,17,4,4,0,1,1,1,0,1,1,0,1,1,2,4,-9,-9,3,1,1,1,0,3.02
4340,345,344,24,1,1993,20,2,1993,12,16,3,4,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,3,1,1,0,3.02
4100,345,344,7,5,1995,17,10,1995,10,0,3,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4298,345,344,5,8,2000,-9,9,2000,15,7,4,3,1,0,1,1,0,0,3,0,1,1,0,0,0,0,1,3,1,1,0,3.02
3557,345,346,6,4,1992,25,1,1993,17,17,4,4,1,0,1,1,2,0,1,0,1,1,4,3,-9,-9,1,3,1,1,0,3.02
4333,345,346,-9,1,1994,-9,1,1994,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4343,345,349,24,11,2000,27,11,2000,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
